,id,suffix,tld,punycode,origin,type,tld type,suffix type,tld manager,psl comment,code
1079,1079,isa-hockeynut.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01079pd1
1080,1080,issmarterthanyou.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01080pd1
1081,1081,likes-pie.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01081pd1
1082,1082,likescandy.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01082pd1
1083,1083,neat-url.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01083pd1
1084,1084,saves-the-whales.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01084pd1
1085,1085,selfip.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01085pd1
1086,1086,sells-for-less.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01086pd1
1087,1087,sells-for-u.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01087pd1
1088,1088,servebbs.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01088pd1
1089,1089,simple-url.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01089pd1
1090,1090,space-to-rent.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01090pd1
1091,1091,teaches-yoga.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01091pd1
1092,1092,writesthisblog.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DynDNS.com,m01092pd1
1093,1093,*.digitaloceanspaces.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,DigitalOcean Spaces,m01093pd2
1094,1094,ddnsfree.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01094pd1
1095,1095,ddnsgeek.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01095pd1
1096,1096,giize.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01096pd1
1097,1097,gleeze.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01097pd1
1098,1098,kozow.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01098pd1
1099,1099,loseyourip.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01099pd1
1100,1100,ooguy.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01100pd1
1101,1101,theworkpc.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Dynu.com,m01101pd1
1102,1102,mytuleap.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,En root‽,m01102pd1
1103,1103,tuleap-partners.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,En root‽,m01103pd1
1104,1104,eu-1.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01104pd2
1105,1105,eu-2.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01105pd2
1106,1106,eu-3.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01106pd2
1107,1107,eu-4.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01107pd2
1108,1108,us-1.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01108pd2
1109,1109,us-2.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01109pd2
1110,1110,us-3.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01110pd2
1111,1111,us-4.evennode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Evennode,m01111pd2
1112,1112,onfabrica.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Fabrica Technologies, Inc.",m01112pd1
1113,1113,apps.fbsbx.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Fabrica Technologies, Inc.",m01113pd2
1114,1114,fastly-terrarium.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Fastly Inc.,m01114pd1
1115,1115,fastvps-server.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,FASTVPS EESTI OU,m01115pd1
1116,1116,mydobiss.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Fermax,m01116pd1
1117,1117,firebaseapp.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Filegear Inc.,m01117pd1
1118,1118,fldrv.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,FlashDrive,m01118pd1
1119,1119,forgeblocks.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Flynn,m01119pd1
1120,1120,framercanvas.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Framer,m01120pd1
1121,1121,freebox-os.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Freebox,m01121pd1
1122,1122,freeboxos.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Freebox,m01122pd1
1123,1123,freemyip.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,freemyip.com,m01123pd1
1124,1124,gentapps.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Gentlent, Inc.",m01124pd1
1125,1125,gentlentapis.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Gentlent, Inc.",m01125pd1
1126,1126,githubusercontent.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Ghost Foundation,m01126pd1
1127,1127,*.0emm.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01127pd2
1128,1128,appspot.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01128pd1
1129,1129,*.r.appspot.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01129pd3
1130,1130,codespot.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01130pd1
1131,1131,googleapis.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01131pd1
1132,1132,googlecode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01132pd1
1133,1133,pagespeedmobilizer.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01133pd1
1134,1134,publishproxy.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01134pd1
1135,1135,withgoogle.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01135pd1
1136,1136,withyoutube.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01136pd1
1137,1137,blogspot.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,GoIP DNS Services,m01137pd1
1138,1138,awsmppl.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Group 53, LLC",m01138pd1
1139,1139,herokuapp.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Heroku,m01139pd1
1140,1140,herokussl.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Heroku,m01140pd1
1141,1141,myravendb.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Heroku,m01141pd1
1142,1142,impertrixcdn.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Impertrix Solutions,m01142pd1
1143,1143,impertrix.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Impertrix Solutions,m01143pd1
1144,1144,smushcdn.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Impertrix Solutions,m01144pd1
1145,1145,wphostedmail.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Impertrix Solutions,m01145pd1
1146,1146,wpmucdn.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Impertrix Solutions,m01146pd1
1147,1147,pixolino.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,intermetrics GmbH,m01147pd1
1148,1148,amscompute.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01148pd1
1149,1149,clicketcloud.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01149pd1
1150,1150,dopaas.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01150pd1
1151,1151,hidora.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01151pd1
1152,1152,paas.hosted-by-previder.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01152pd2
1153,1153,rag-cloud.hosteur.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01153pd2
1154,1154,rag-cloud-ch.hosteur.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01154pd2
1155,1155,jcloud.ik-server.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01155pd2
1156,1156,jcloud-ver-jpc.ik-server.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01156pd2
1157,1157,demo.jelastic.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01157pd2
1158,1158,kilatiron.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01158pd1
1159,1159,paas.massivegrid.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01159pd2
1160,1160,jed.wafaicloud.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01160pd2
1161,1161,lon.wafaicloud.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01161pd2
1162,1162,ryd.wafaicloud.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Jelastic, Inc.",m01162pd2
1163,1163,*.cns.joyent.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Joyent,m01163pd3
1164,1164,ktistory.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Kakao,m01164pd1
1165,1165,lpusercontent.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Leadpages,m01165pd1
1166,1166,app.lmpm.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,"Lightmaker Property Manager, Inc.",m01166pd2
1167,1167,members.linode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Linode,m01167pd2
1168,1168,*.nodebalancer.linode.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Linode,m01168pd3
1169,1169,*.linodeobjects.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Linode,m01169pd2
1170,1170,ip.linodeusercontent.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Linode,m01170pd2
1171,1171,barsycenter.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Lukanet Ltd,m01171pd1
1172,1172,barsyonline.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Lukanet Ltd,m01172pd1
1173,1173,mazeplay.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mail Transfer Platform,m01173pd1
1174,1174,miniserver.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Memset hosting,m01174pd1
1175,1175,meteorapp.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Meteor Development Group,m01175pd1
1176,1176,eu.meteorapp.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Meteor Development Group,m01176pd2
1177,1177,hostedpi.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01177pd1
1178,1178,customer.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01178pd2
1179,1179,caracal.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01179pd2
1180,1180,fentiger.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01180pd2
1181,1181,lynx.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01181pd2
1182,1182,ocelot.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01182pd2
1183,1183,oncilla.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01183pd2
1184,1184,onza.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01184pd2
1185,1185,sphinx.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01185pd2
1186,1186,vs.mythic-beasts.com,com,,merged,private-domains,generic,private-domains,VeriSign Global Registry Services,Mythic Beasts,m01186pd2
