,suffix,tld,punycode_tld,punycode_etld,from_psl,from_iana,type,type_tld,type_etld,manager_etld,manager_tld
7320,independent-panel.uk,uk,,,True,True,private-domains,country-code,private-domains,GDS,Nominet UK
7321,independent-review.uk,uk,,,True,True,private-domains,country-code,private-domains,GDS,Nominet UK
7322,public-inquiry.uk,uk,,,True,True,private-domains,country-code,private-domains,GDS,Nominet UK
7323,royal-commission.uk,uk,,,True,True,private-domains,country-code,private-domains,GDS,Nominet UK
7324,service.gov.uk,uk,,,True,True,private-domains,country-code,private-domains,GDS,Nominet UK
7325,api.gov.uk,uk,,,True,True,private-domains,country-code,private-domains,CDDO,Nominet UK
7326,pymnt.uk,uk,,,True,True,private-domains,country-code,private-domains,GOV.UK Pay,Nominet UK
7327,homeoffice.gov.uk,uk,,,True,True,private-domains,country-code,private-domains,UKHomeOffice,Nominet UK
7328,blogspot.co.uk,uk,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,Nominet UK
7329,j.layershift.co.uk,uk,,,True,True,private-domains,country-code,private-domains,"Jelastic, Inc.",Nominet UK
7330,glug.org.uk,uk,,,True,True,private-domains,country-code,private-domains,Lug.org.uk,Nominet UK
7331,lug.org.uk,uk,,,True,True,private-domains,country-code,private-domains,Lug.org.uk,Nominet UK
7332,lugs.org.uk,uk,,,True,True,private-domains,country-code,private-domains,Lug.org.uk,Nominet UK
7333,barsy.co.uk,uk,,,True,True,private-domains,country-code,private-domains,Lukanet Ltd,Nominet UK
7334,barsyonline.co.uk,uk,,,True,True,private-domains,country-code,private-domains,Lukanet Ltd,Nominet UK
7335,barsy.uk,uk,,,True,True,private-domains,country-code,private-domains,Lukanet Ltd,Nominet UK
7336,cust.retrosnub.co.uk,uk,,,True,True,private-domains,country-code,private-domains,Mythic Beasts,Nominet UK
7337,nh-serv.co.uk,uk,,,True,True,private-domains,country-code,private-domains,Nimbus Hosting Ltd.,Nominet UK
7338,no-ip.co.uk,uk,,,True,True,private-domains,country-code,private-domains,No-IP.com,Nominet UK
7339,wellbeingzone.co.uk,uk,,,True,True,private-domains,country-code,private-domains,Revitalised Limited,Nominet UK
7340,adimo.co.uk,uk,,,True,True,private-domains,country-code,private-domains,Rico Developments Limited,Nominet UK
7341,myspreadshop.co.uk,uk,,,True,True,private-domains,country-code,private-domains,Spreadshop (sprd.net AG),Nominet UK
7342,gwiddle.co.uk,uk,,,True,True,private-domains,country-code,private-domains,The Gwiddle Foundation,Nominet UK
7343,affinitylottery.org.uk,uk,,,True,True,private-domains,country-code,private-domains,Woods Valldata,Nominet UK
7344,raffleentry.org.uk,uk,,,True,True,private-domains,country-code,private-domains,Woods Valldata,Nominet UK
7345,weeklylottery.org.uk,uk,,,True,True,private-domains,country-code,private-domains,Woods Valldata,Nominet UK
7346,us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7347,dni.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7348,fed.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7349,isa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7350,kids.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7351,nsn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7352,ak.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7353,al.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7354,ar.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7355,as.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7356,az.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7357,ca.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7358,co.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7359,ct.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7360,dc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7361,de.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7362,fl.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7363,ga.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7364,gu.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7365,hi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7366,ia.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7367,id.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7368,il.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7369,in.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7370,ks.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7371,ky.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7372,la.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7373,ma.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7374,md.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7375,me.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7376,mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7377,mn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7378,mo.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7379,ms.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7380,mt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7381,nc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7382,nd.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7383,ne.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7384,nh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7385,nj.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7386,nm.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7387,nv.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7388,ny.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7389,oh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7390,ok.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7391,or.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7392,pa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7393,pr.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7394,ri.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7395,sc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7396,sd.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7397,tn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7398,tx.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7399,ut.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7400,vi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7401,vt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7402,va.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7403,wa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7404,wi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7405,wv.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7406,wy.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7407,k12.ak.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7408,k12.al.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7409,k12.ar.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7410,k12.as.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7411,k12.az.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7412,k12.ca.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7413,k12.co.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7414,k12.ct.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7415,k12.dc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7416,k12.de.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7417,k12.fl.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7418,k12.ga.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7419,k12.gu.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7420,k12.ia.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7421,k12.id.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7422,k12.il.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7423,k12.in.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7424,k12.ks.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7425,k12.ky.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7426,k12.la.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7427,k12.ma.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7428,k12.md.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7429,k12.me.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7430,k12.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7431,k12.mn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7432,k12.mo.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7433,k12.ms.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7434,k12.mt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7435,k12.nc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7436,k12.ne.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7437,k12.nh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7438,k12.nj.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7439,k12.nm.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7440,k12.nv.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7441,k12.ny.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7442,k12.oh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7443,k12.ok.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7444,k12.or.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7445,k12.pa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7446,k12.pr.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7447,k12.sc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7448,k12.tn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7449,k12.tx.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7450,k12.ut.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7451,k12.vi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7452,k12.vt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7453,k12.va.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7454,k12.wa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7455,k12.wi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7456,k12.wy.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7457,cc.ak.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7458,cc.al.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7459,cc.ar.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7460,cc.as.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7461,cc.az.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7462,cc.ca.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7463,cc.co.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7464,cc.ct.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7465,cc.dc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7466,cc.de.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7467,cc.fl.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7468,cc.ga.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7469,cc.gu.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7470,cc.hi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7471,cc.ia.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7472,cc.id.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7473,cc.il.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7474,cc.in.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7475,cc.ks.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7476,cc.ky.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7477,cc.la.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7478,cc.ma.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7479,cc.md.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7480,cc.me.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7481,cc.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7482,cc.mn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7483,cc.mo.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7484,cc.ms.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7485,cc.mt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7486,cc.nc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7487,cc.nd.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7488,cc.ne.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7489,cc.nh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7490,cc.nj.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7491,cc.nm.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7492,cc.nv.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7493,cc.ny.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7494,cc.oh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7495,cc.ok.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7496,cc.or.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7497,cc.pa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7498,cc.pr.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7499,cc.ri.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7500,cc.sc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7501,cc.sd.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7502,cc.tn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7503,cc.tx.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7504,cc.ut.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7505,cc.vi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7506,cc.vt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7507,cc.va.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7508,cc.wa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7509,cc.wi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7510,cc.wv.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7511,cc.wy.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7512,lib.ak.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7513,lib.al.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7514,lib.ar.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7515,lib.as.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7516,lib.az.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7517,lib.ca.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7518,lib.co.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7519,lib.ct.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7520,lib.dc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7521,lib.fl.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7522,lib.ga.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7523,lib.gu.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7524,lib.hi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7525,lib.ia.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7526,lib.id.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7527,lib.il.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7528,lib.in.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7529,lib.ks.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7530,lib.ky.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7531,lib.la.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7532,lib.ma.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7533,lib.md.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7534,lib.me.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7535,lib.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7536,lib.mn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7537,lib.mo.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7538,lib.ms.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7539,lib.mt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7540,lib.nc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7541,lib.nd.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7542,lib.ne.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7543,lib.nh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7544,lib.nj.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7545,lib.nm.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7546,lib.nv.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7547,lib.ny.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7548,lib.oh.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7549,lib.ok.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7550,lib.or.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7551,lib.pa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7552,lib.pr.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7553,lib.ri.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7554,lib.sc.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7555,lib.sd.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7556,lib.tn.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7557,lib.tx.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7558,lib.ut.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7559,lib.vi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7560,lib.vt.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7561,lib.va.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7562,lib.wa.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7563,lib.wi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7564,lib.wy.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7565,pvt.k12.ma.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7566,chtr.k12.ma.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7567,paroch.k12.ma.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7568,ann-arbor.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7569,cog.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7570,dst.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7571,eaton.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7572,gen.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7573,mus.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7574,tec.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7575,washtenaw.mi.us,us,,,True,True,country-code,country-code,icann,us,"Registry Services, LLC"
7576,graphox.us,us,,,True,True,private-domains,country-code,private-domains,611coin,"Registry Services, LLC"
7577,cloudns.us,us,,,True,True,private-domains,country-code,private-domains,Cloud DNS Ltd,"Registry Services, LLC"
7578,drud.us,us,,,True,True,private-domains,country-code,private-domains,"Drud Holdings, LLC.","Registry Services, LLC"
7579,is-by.us,us,,,True,True,private-domains,country-code,private-domains,DynDNS.com,"Registry Services, LLC"
7580,land-4-sale.us,us,,,True,True,private-domains,country-code,private-domains,DynDNS.com,"Registry Services, LLC"
7581,stuff-4-sale.us,us,,,True,True,private-domains,country-code,private-domains,DynDNS.com,"Registry Services, LLC"
7582,phx.enscaled.us,us,,,True,True,private-domains,country-code,private-domains,"Jelastic, Inc.","Registry Services, LLC"
7583,mircloud.us,us,,,True,True,private-domains,country-code,private-domains,"Jelastic, Inc.","Registry Services, LLC"
7584,freeddns.us,us,,,True,True,private-domains,country-code,private-domains,Now-DNS,"Registry Services, LLC"
7585,golffan.us,us,,,True,True,private-domains,country-code,private-domains,No-IP.com,"Registry Services, LLC"
7586,noip.us,us,,,True,True,private-domains,country-code,private-domains,No-IP.com,"Registry Services, LLC"
7587,pointto.us,us,,,True,True,private-domains,country-code,private-domains,No-IP.com,"Registry Services, LLC"
7588,platterp.us,us,,,True,True,private-domains,country-code,private-domains,Platform.sh,"Registry Services, LLC"
7589,lib.de.us,us,,,True,True,private-domains,country-code,private-domains,urown.net,"Registry Services, LLC"
7590,uy,uy,,,True,True,country-code,country-code,icann,uy,SeCIU - Universidad de la Republica
7591,com.uy,uy,,,True,True,country-code,country-code,icann,uy,SeCIU - Universidad de la Republica
7592,edu.uy,uy,,,True,True,country-code,country-code,icann,uy,SeCIU - Universidad de la Republica
7593,gub.uy,uy,,,True,True,country-code,country-code,icann,uy,SeCIU - Universidad de la Republica
7594,mil.uy,uy,,,True,True,country-code,country-code,icann,uy,SeCIU - Universidad de la Republica
7595,net.uy,uy,,,True,True,country-code,country-code,icann,uy,SeCIU - Universidad de la Republica
7596,org.uy,uy,,,True,True,country-code,country-code,icann,uy,SeCIU - Universidad de la Republica
7597,blogspot.com.uy,uy,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,SeCIU - Universidad de la Republica
7598,uz,uz,,,True,True,country-code,country-code,icann,uz,Single Integrator for Creation and Support of State Information Systems UZINFOCOM
7599,co.uz,uz,,,True,True,country-code,country-code,icann,uz,Single Integrator for Creation and Support of State Information Systems UZINFOCOM
7600,com.uz,uz,,,True,True,country-code,country-code,icann,uz,Single Integrator for Creation and Support of State Information Systems UZINFOCOM
7601,net.uz,uz,,,True,True,country-code,country-code,icann,uz,Single Integrator for Creation and Support of State Information Systems UZINFOCOM
7602,org.uz,uz,,,True,True,country-code,country-code,icann,uz,Single Integrator for Creation and Support of State Information Systems UZINFOCOM
7603,va,va,,,True,True,country-code,country-code,icann,va,Holy See - Vatican City State
7604,vc,vc,,,True,True,country-code,country-code,icann,vc,"Ministry of Telecommunications, Science, Technology and Industry"
7605,com.vc,vc,,,True,True,country-code,country-code,icann,vc,"Ministry of Telecommunications, Science, Technology and Industry"
7606,net.vc,vc,,,True,True,country-code,country-code,icann,vc,"Ministry of Telecommunications, Science, Technology and Industry"
7607,org.vc,vc,,,True,True,country-code,country-code,icann,vc,"Ministry of Telecommunications, Science, Technology and Industry"
7608,gov.vc,vc,,,True,True,country-code,country-code,icann,vc,"Ministry of Telecommunications, Science, Technology and Industry"
7609,mil.vc,vc,,,True,True,country-code,country-code,icann,vc,"Ministry of Telecommunications, Science, Technology and Industry"
7610,edu.vc,vc,,,True,True,country-code,country-code,icann,vc,"Ministry of Telecommunications, Science, Technology and Industry"
7611,gv.vc,vc,,,True,True,private-domains,country-code,private-domains,ASEINet,"Ministry of Telecommunications, Science, Technology and Industry"
7612,d.gv.vc,vc,,,True,True,private-domains,country-code,private-domains,ASEINet,"Ministry of Telecommunications, Science, Technology and Industry"
7613,0e.vc,vc,,,True,True,private-domains,country-code,private-domains,RavPage,"Ministry of Telecommunications, Science, Technology and Industry"
7614,ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7615,arts.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7616,bib.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7617,co.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7618,com.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7619,e12.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7620,edu.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7621,firm.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7622,gob.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7623,gov.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
7624,info.ve,ve,,,True,True,country-code,country-code,icann,ve,Comisión Nacional de Telecomunicaciones (CONATEL)
