,suffix,tld,punycode_tld,punycode_etld,from_psl,from_iana,type,type_tld,type_etld,manager_etld,manager_tld
5082,watch-and-clock.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5083,western.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5084,westfalen.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5085,whaling.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5086,wildlife.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5087,williamsburg.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5088,windmill.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5089,workshop.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5090,york.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5091,yorkshire.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5092,yosemite.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5093,youth.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5094,zoological.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5095,zoology.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5096,ירושלים.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5097,иком.museum,museum,,,True,True,sponsored,sponsored,icann,museum,Museum Domain Management Association
5098,mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5099,aero.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5100,biz.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5101,com.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5102,coop.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5103,edu.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5104,gov.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5105,info.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5106,int.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5107,mil.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5108,museum.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5109,name.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5110,net.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5111,org.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5112,pro.mv,mv,,,True,True,country-code,country-code,icann,mv,Dhiraagu Pvt. Ltd. (DHIVEHINET)
5113,mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5114,ac.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5115,biz.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5116,co.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5117,com.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5118,coop.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5119,edu.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5120,gov.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5121,int.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5122,museum.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5123,net.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5124,org.mw,mw,,,True,True,country-code,country-code,icann,mw,Malawi Sustainable Development Network Programme (Malawi SDNP)
5125,mx,mx,,,True,True,country-code,country-code,icann,mx,NIC-Mexico ITESM - Campus Monterrey
5126,com.mx,mx,,,True,True,country-code,country-code,icann,mx,NIC-Mexico ITESM - Campus Monterrey
5127,org.mx,mx,,,True,True,country-code,country-code,icann,mx,NIC-Mexico ITESM - Campus Monterrey
5128,gob.mx,mx,,,True,True,country-code,country-code,icann,mx,NIC-Mexico ITESM - Campus Monterrey
5129,edu.mx,mx,,,True,True,country-code,country-code,icann,mx,NIC-Mexico ITESM - Campus Monterrey
5130,net.mx,mx,,,True,True,country-code,country-code,icann,mx,NIC-Mexico ITESM - Campus Monterrey
5131,blogspot.mx,mx,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,NIC-Mexico ITESM - Campus Monterrey
5132,my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5133,biz.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5134,com.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5135,edu.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5136,gov.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5137,mil.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5138,name.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5139,net.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5140,org.my,my,,,True,True,country-code,country-code,icann,my,MYNIC Berhad
5141,blogspot.my,my,,,True,True,private-domains,country-code,private-domains,GoIP DNS Services,MYNIC Berhad
5142,mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5143,ac.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5144,adv.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5145,co.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5146,edu.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5147,gov.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5148,mil.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5149,net.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5150,org.mz,mz,,,True,True,country-code,country-code,icann,mz,Centro de Informatica de Universidade Eduardo Mondlane
5151,na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5152,info.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5153,pro.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5154,name.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5155,school.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5156,or.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5157,dr.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5158,us.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5159,mx.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5160,ca.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5161,in.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5162,cc.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5163,tv.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5164,ws.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5165,mobi.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5166,co.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5167,com.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5168,org.na,na,,,True,True,country-code,country-code,icann,na,Namibian Network Information Center
5169,name,name,,,True,True,generic-restricted,generic-restricted,icann,name,"VeriSign Information Services, Inc."
5170,forgot.her.name,name,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"VeriSign Information Services, Inc."
5171,forgot.his.name,name,,,True,True,private-domains,generic-restricted,private-domains,DynDNS.com,"VeriSign Information Services, Inc."
5172,nc,nc,,,True,True,country-code,country-code,icann,nc,Office des Postes et Telecommunications
5173,asso.nc,nc,,,True,True,country-code,country-code,icann,nc,Office des Postes et Telecommunications
5174,nom.nc,nc,,,True,True,country-code,country-code,icann,nc,Office des Postes et Telecommunications
5175,ne,ne,,,True,True,country-code,country-code,icann,ne,SONITEL
5176,net,net,,,True,True,generic,generic,icann,net,VeriSign Global Registry Services
5177,adobeaemcloud.net,net,,,True,True,private-domains,generic,private-domains,Adobe,VeriSign Global Registry Services
5178,alwaysdata.net,net,,,True,True,private-domains,generic,private-domains,alwaysdata,VeriSign Global Registry Services
5179,cloudfront.net,net,,,True,True,private-domains,generic,private-domains,Amazon CloudFront,VeriSign Global Registry Services
5180,t3l3p0rt.net,net,,,True,True,private-domains,generic,private-domains,Amune,VeriSign Global Registry Services
5181,appudo.net,net,,,True,True,private-domains,generic,private-domains,Appudo UG (haftungsbeschränkt),VeriSign Global Registry Services
5182,cdn.prod.atlassian-dev.net,net,,,True,True,private-domains,generic,private-domains,Atlassian,VeriSign Global Registry Services
5183,myfritz.net,net,,,True,True,private-domains,generic,private-domains,AVM,VeriSign Global Registry Services
5184,onavstack.net,net,,,True,True,private-domains,generic,private-domains,AVStack Pte. Ltd.,VeriSign Global Registry Services
5185,shopselect.net,net,,,True,True,private-domains,generic,private-domains,"BASE, Inc.",VeriSign Global Registry Services
5186,blackbaudcdn.net,net,,,True,True,private-domains,generic,private-domains,"Blackbaud, Inc.",VeriSign Global Registry Services
5187,boomla.net,net,,,True,True,private-domains,generic,private-domains,Boomla,VeriSign Global Registry Services
5188,bplaced.net,net,,,True,True,private-domains,generic,private-domains,bplaced,VeriSign Global Registry Services
5189,square7.net,net,,,True,True,private-domains,generic,private-domains,bplaced,VeriSign Global Registry Services
5190,gb.net,net,,,True,True,private-domains,generic,private-domains,CentralNic,VeriSign Global Registry Services
5191,hu.net,net,,,True,True,private-domains,generic,private-domains,CentralNic,VeriSign Global Registry Services
5192,jp.net,net,,,True,True,private-domains,generic,private-domains,CentralNic,VeriSign Global Registry Services
5193,se.net,net,,,True,True,private-domains,generic,private-domains,CentralNic,VeriSign Global Registry Services
5194,uk.net,net,,,True,True,private-domains,generic,private-domains,CentralNic,VeriSign Global Registry Services
